bin1 bin2 count
766 3083 15 1.3250069771807424e-14
767 3083 15 1.3250069771807424e-14
768 3083 16 6.469217905144792e-16
769 3083 12 7.406616243275502e-11
771 3083 14 2.5339678433652865e-13
774 3083 14 2.5339678433652865e-13
775 3083 16 6.469217905144792e-16
776 3083 16 6.469217905144792e-16
777 3083 19 5.1765176915485566e-20
778 3083 13 4.5047754107645346e-12
779 3083 15 1.3250069771807424e-14
781 3083 12 7.406616243275502e-11
792 3083 11 1.1196201958356932e-09
797 1389 24 2.610704387692025e-27
797 3083 12 7.406616243275502e-11
807 5099 25 7.860520262995709e-29
813 3083 14 2.5339678433652865e-13
815 3083 15 1.3250069771807424e-14
823 1419 28 1.6628546594615395e-33
823 3083 15 1.3250069771807424e-14
824 3083 12 7.406616243275502e-11
831 3830 30 1.042365684813047e-36
833 3772 17 2.9607014046549267e-17
837 2372 13 4.5047754107645346e-12
876 2869 18 1.274514653674236e-18
876 3944 11 1.1196201958356932e-09
908 1455 21 7.249755164741488e-23
911 3846 15 1.3250069771807424e-14
928 2027 33 1.2416300843451547e-41
931 4127 16 6.469217905144792e-16
931 4167 13 4.5047754107645346e-12
931 4433 13 4.5047754107645346e-12
933 1714 17 2.9607014046549267e-17
935 2474 21 7.249755164741488e-23
941 2332 13 4.5047754107645346e-12
957 4124 18 1.274514653674236e-18
957 4125 32 5.632765698429121e-40
990 3966 13 4.5047754107645346e-12
1013 5101 11 1.1196201958356932e-09
1033 3880 14 2.5339678433652865e-13
1035 1140 28 1.6628546594615395e-33
1048 5000 11 1.1196201958356932e-09
1050 2678 17 2.9607014046549267e-17
1050 3438 15 1.3250069771807424e-14
1085 1703 11 1.1196201958356932e-09
1085 1704 17 2.9607014046549267e-17
1085 2003 11 1.1196201958356932e-09
1085 2309 35 5.449151506456315e-45
1085 2310 26 2.266120156448998e-30
1086 3083 16 6.469217905144792e-16
1087 3083 20 1.989164155379078e-21
1088 3083 18 1.274514653674236e-18
1089 3083 11 1.1196201958356932e-09
1090 3083 17 2.9607014046549267e-17
1091 3083 12 7.406616243275502e-11
1092 3083 18 1.274514653674236e-18
1093 3083 15 1.3250069771807424e-14
1095 3083 19 5.1765176915485566e-20
1096 3083 19 5.1765176915485566e-20
1097 3083 15 1.3250069771807424e-14
1098 3083 20 1.989164155379078e-21
1099 3083 11 1.1196201958356932e-09
1100 3083 15 1.3250069771807424e-14
1101 3083 17 2.9607014046549267e-17
1101 4855 13 4.5047754107645346e-12
1102 3083 16 6.469217905144792e-16
1103 3083 16 6.469217905144792e-16
1105 3083 12 7.406616243275502e-11
1106 3083 12 7.406616243275502e-11
1108 3083 12 7.406616243275502e-11
1109 3083 17 2.9607014046549267e-17
1111 3083 12 7.406616243275502e-11
1118 3083 18 1.274514653674236e-18
1122 3083 14 2.5339678433652865e-13
1125 3083 12 7.406616243275502e-11
1140 4673 14 2.5339678433652865e-13
1146 1653 12 7.406616243275502e-11
1148 3083 11 1.1196201958356932e-09
1161 4607 22 2.5117380569002188e-24
1166 3029 11 1.1196201958356932e-09
1221 4854 15 1.3250069771807424e-14
1296 2832 11 1.1196201958356932e-09
1309 2698 17 2.9607014046549267e-17
1312 2566 11 1.1196201958356932e-09
1317 3197 16 6.469217905144792e-16
1344 4300 18 1.274514653674236e-18
1350 4843 12 7.406616243275502e-11
1353 1476 28 1.6628546594615395e-33
1368 4309 31 2.467192527058958e-38
1382 1628 11 1.1196201958356932e-09
1389 4010 27 6.264520238844417e-32
1389 4725 23 8.289233924379787e-26
1390 4725 45 1.4004072313979922e-62
1398 2454 14 2.5339678433652865e-13
1398 3083 23 8.289233924379787e-26
1399 3083 18 1.274514653674236e-18
1409 3083 15 1.3250069771807424e-14
1417 3083 15 1.3250069771807424e-14
1419 3083 11 1.1196201958356932e-09
1422 3083 11 1.1196201958356932e-09
1423 3083 12 7.406616243275502e-11
1424 3083 15 1.3250069771807424e-14
1425 3083 14 2.5339678433652865e-13
1433 3083 11 1.1196201958356932e-09
1433 4045 11 1.1196201958356932e-09
1450 3312 11 1.1196201958356932e-09
1457 3083 66 4.176895828045482e-103
1457 3745 11 1.1196201958356932e-09
1458 3083 14 2.5339678433652865e-13
1463 2969 11 1.1196201958356932e-09
1466 2007 25 7.860520262995709e-29
1540 3049 11 1.1196201958356932e-09
1541 3049 58 3.701817230768522e-87
1542 3049 21 7.249755164741488e-23
1542 3192 13 4.5047754107645346e-12
1551 4271 11 1.1196201958356932e-09
1572 2732 22 2.5117380569002188e-24
1577 4275 23 8.289233924379787e-26
1621 3222 13 4.5047754107645346e-12
1652 3876 40 1.2591265444620724e-53
1652 4512 32 5.632765698429121e-40
1663 1705 17 2.9607014046549267e-17
1683 5096 12 7.406616243275502e-11
1684 2650 14 2.5339678433652865e-13
1685 2838 18 1.274514653674236e-18
1685 3295 15 1.3250069771807424e-14
1685 4543 91 2.184051126300457e-156
1690 2448 13 4.5047754107645346e-12
1703 3083 15 1.3250069771807424e-14
1703 4543 127 4.542332827769687e-241
1704 3083 22 2.5117380569002188e-24
1704 4271 21 7.249755164741488e-23
1705 2708 15 1.3250069771807424e-14
1705 3083 23 8.289233924379787e-26
1706 3083 19 5.1765176915485566e-20
1707 3083 16 6.469217905144792e-16
1708 3083 16 6.469217905144792e-16
1709 3083 16 6.469217905144792e-16
1710 3083 12 7.406616243275502e-11
1711 3083 14 2.5339678433652865e-13
1711 4580 11 1.1196201958356932e-09
1712 3083 17 2.9607014046549267e-17
1713 3083 12 7.406616243275502e-11
1713 4160 11 1.1196201958356932e-09
1714 3083 17 2.9607014046549267e-17
1714 4303 13 4.5047754107645346e-12
1715 3083 11 1.1196201958356932e-09
1719 3083 11 1.1196201958356932e-09
1720 3083 12 7.406616243275502e-11
1722 3083 11 1.1196201958356932e-09
1724 3083 17 2.9607014046549267e-17
1726 3083 14 2.5339678433652865e-13
1727 3083 11 1.1196201958356932e-09
1729 3083 12 7.406616243275502e-11
1731 3083 13 4.5047754107645346e-12
1732 2373 20 1.989164155379078e-21
1732 3083 15 1.3250069771807424e-14
1740 3083 15 1.3250069771807424e-14
1743 3083 11 1.1196201958356932e-09
1745 3083 12 7.406616243275502e-11
1748 3083 11 1.1196201958356932e-09
1750 2364 16 6.469217905144792e-16
1754 3083 12 7.406616243275502e-11
1755 3083 11 1.1196201958356932e-09
1759 3083 12 7.406616243275502e-11
1762 3083 11 1.1196201958356932e-09
1771 3377 18 1.274514653674236e-18
1772 3377 16 6.469217905144792e-16
1774 3083 17 2.9607014046549267e-17
1797 4571 12 7.406616243275502e-11
1805 4952 23 8.289233924379787e-26
1810 3662 20 1.989164155379078e-21
1811 4329 16 6.469217905144792e-16
1830 3170 23 8.289233924379787e-26
1831 4835 16 6.469217905144792e-16
1832 4835 39 7.141145203523258e-52
1837 4891 57 3.3115587253102e-85
1837 4892 14 2.5339678433652865e-13
1843 3551 11 1.1196201958356932e-09
1851 2641 11 1.1196201958356932e-09
1880 2206 11 1.1196201958356932e-09
1880 2207 19 5.1765176915485566e-20
1881 4895 17 2.9607014046549267e-17
1910 5040 15 1.3250069771807424e-14
1915 4373 24 2.610704387692025e-27
1921 3290 15 1.3250069771807424e-14
1927 5139 15 1.3250069771807424e-14
1947 2743 11 1.1196201958356932e-09
1954 4591 11 1.1196201958356932e-09
1963 2379 27 6.264520238844417e-32
1978 3882 17 2.9607014046549267e-17
1991 2858 16 6.469217905144792e-16
1991 2990 33 1.2416300843451547e-41
2003 3083 40 1.2591265444620724e-53
2004 3083 43 5.806382451277096e-59
2005 3083 16 6.469217905144792e-16
2006 3083 19 5.1765176915485566e-20
2007 3083 19 5.1765176915485566e-20
2008 3083 11 1.1196201958356932e-09
2009 3083 23 8.289233924379787e-26
2010 3083 29 4.243544837662296e-35
2011 2815 19 5.1765176915485566e-20
2011 3083 22 2.5117380569002188e-24
2011 5293 18 1.274514653674236e-18
2022 3083 11 1.1196201958356932e-09
2023 3083 14 2.5339678433652865e-13
2024 3083 20 1.989164155379078e-21
2025 3083 14 2.5339678433652865e-13
2030 3083 12 7.406616243275502e-11
2031 3083 14 2.5339678433652865e-13
2032 3083 15 1.3250069771807424e-14
2032 3877 14 2.5339678433652865e-13
2036 3083 11 1.1196201958356932e-09
2047 2392 18 1.274514653674236e-18
2047 3083 11 1.1196201958356932e-09
2049 3083 12 7.406616243275502e-11
2050 3083 14 2.5339678433652865e-13
2056 2628 11 1.1196201958356932e-09
2060 3083 11 1.1196201958356932e-09
2172 5292 12 7.406616243275502e-11
2184 3954 14 2.5339678433652865e-13
2184 4074 16 6.469217905144792e-16
2185 3954 12 7.406616243275502e-11
2189 4651 18 1.274514653674236e-18
2190 2323 15 1.3250069771807424e-14
2196 3262 16 6.469217905144792e-16
2204 4403 21 7.249755164741488e-23
2215 2662 18 1.274514653674236e-18
2220 3563 20 1.989164155379078e-21
2220 4084 11 1.1196201958356932e-09
2232 2917 11 1.1196201958356932e-09
2239 2922 33 1.2416300843451547e-41
2264 3681 15 1.3250069771807424e-14
2268 4927 31 2.467192527058958e-38
2269 3280 11 1.1196201958356932e-09
2309 3083 42 3.5883497713654563e-57
2310 3083 46 2.0893581474951305e-64
2310 4256 11 1.1196201958356932e-09
2310 4543 110 5.577797396746606e-200
2311 2652 15 1.3250069771807424e-14
2311 3083 23 8.289233924379787e-26
2311 3863 13 4.5047754107645346e-12
2312 3083 29 4.243544837662296e-35
2312 3572 11 1.1196201958356932e-09
2313 3083 13 4.5047754107645346e-12
2314 3083 14 2.5339678433652865e-13
2314 3844 22 2.5117380569002188e-24
2315 3083 15 1.3250069771807424e-14
2316 3083 13 4.5047754107645346e-12
2317 3083 11 1.1196201958356932e-09
2318 3083 17 2.9607014046549267e-17
2319 3083 14 2.5339678433652865e-13
2320 3083 26 2.266120156448998e-30
2321 3083 31 2.467192527058958e-38
2322 3083 25 7.860520262995709e-29
2323 3083 18 1.274514653674236e-18
2324 3083 20 1.989164155379078e-21
2325 3083 23 8.289233924379787e-26
2326 3083 19 5.1765176915485566e-20
2327 3083 12 7.406616243275502e-11
2328 3083 15 1.3250069771807424e-14
2329 3083 11 1.1196201958356932e-09
2331 3083 15 1.3250069771807424e-14
2332 3083 18 1.274514653674236e-18
2333 3083 14 2.5339678433652865e-13
2334 3083 11 1.1196201958356932e-09
2335 3083 11 1.1196201958356932e-09
2339 3083 16 6.469217905144792e-16
2340 3083 18 1.274514653674236e-18
2341 3083 16 6.469217905144792e-16
2349 3083 11 1.1196201958356932e-09
2350 3083 19 5.1765176915485566e-20
2351 3083 13 4.5047754107645346e-12
2353 3083 14 2.5339678433652865e-13
2354 3083 11 1.1196201958356932e-09
2357 3083 13 4.5047754107645346e-12
2359 3083 11 1.1196201958356932e-09
2360 3083 16 6.469217905144792e-16
2369 3083 11 1.1196201958356932e-09
2372 4193 11 1.1196201958356932e-09
2373 5257 17 2.9607014046549267e-17
2374 3083 16 6.469217905144792e-16
2376 3083 13 4.5047754107645346e-12
2397 3083 11 1.1196201958356932e-09
2401 3573 15 1.3250069771807424e-14
2458 3910 17 2.9607014046549267e-17
2478 2677 33 1.2416300843451547e-41
2495 3215 17 2.9607014046549267e-17
2511 3427 22 2.5117380569002188e-24
2520 2930 26 2.266120156448998e-30
2520 2931 100 1.0109440002486308e-176
2520 2932 18 1.274514653674236e-18
2555 3332 25 7.860520262995709e-29
2565 4653 19 5.1765176915485566e-20
2566 4653 51 1.0525487130673456e-73
2573 3083 12 7.406616243275502e-11
2574 3083 31 2.467192527058958e-38
2575 3083 19 5.1765176915485566e-20
2575 4545 12 7.406616243275502e-11
2576 3083 18 1.274514653674236e-18
2577 3083 13 4.5047754107645346e-12
2578 3083 19 5.1765176915485566e-20
2579 3083 14 2.5339678433652865e-13
2580 3083 12 7.406616243275502e-11
2581 3083 17 2.9607014046549267e-17
2582 3083 11 1.1196201958356932e-09
2583 3083 27 6.264520238844417e-32
2584 3083 19 5.1765176915485566e-20
2585 3083 19 5.1765176915485566e-20
2586 3083 12 7.406616243275502e-11
2587 3083 14 2.5339678433652865e-13
2588 3083 14 2.5339678433652865e-13
2589 3083 16 6.469217905144792e-16
2590 3083 13 4.5047754107645346e-12
2591 3083 20 1.989164155379078e-21
2592 3083 18 1.274514653674236e-18
2593 3083 20 1.989164155379078e-21
2594 3083 22 2.5117380569002188e-24
2595 3083 16 6.469217905144792e-16
2597 3083 16 6.469217905144792e-16
2602 3083 17 2.9607014046549267e-17
2603 3083 12 7.406616243275502e-11
2605 4249 15 1.3250069771807424e-14
2605 5123 11 1.1196201958356932e-09
2607 3083 11 1.1196201958356932e-09
2608 3083 15 1.3250069771807424e-14
2609 4723 18 1.274514653674236e-18
2612 3083 11 1.1196201958356932e-09
2618 3083 12 7.406616243275502e-11
2620 3083 11 1.1196201958356932e-09
2628 3083 13 4.5047754107645346e-12
2633 3083 12 7.406616243275502e-11
2637 3083 12 7.406616243275502e-11
2647 3083 15 1.3250069771807424e-14
2647 4159 14 2.5339678433652865e-13
2648 3083 12 7.406616243275502e-11
2697 5225 18 1.274514653674236e-18
2702 4633 19 5.1765176915485566e-20
2714 5154 14 2.5339678433652865e-13
2732 3643 20 1.989164155379078e-21
2743 4392 16 6.469217905144792e-16
2781 4357 21 7.249755164741488e-23
2804 4364 13 4.5047754107645346e-12
2804 4365 36 1.086698039609553e-46
2815 5293 12 7.406616243275502e-11
2823 3083 13 4.5047754107645346e-12
2825 3083 15 1.3250069771807424e-14
2827 3083 11 1.1196201958356932e-09
2828 3083 14 2.5339678433652865e-13
2829 3083 28 1.6628546594615395e-33
2830 3083 27 6.264520238844417e-32
2831 3083 14 2.5339678433652865e-13
2832 3083 11 1.1196201958356932e-09
2833 3083 12 7.406616243275502e-11
2837 3083 13 4.5047754107645346e-12
2838 3083 17 2.9607014046549267e-17
2841 3083 17 2.9607014046549267e-17
2842 3083 18 1.274514653674236e-18
2843 3083 16 6.469217905144792e-16
2844 3083 12 7.406616243275502e-11
2847 3083 11 1.1196201958356932e-09
2848 3111 15 1.3250069771807424e-14
2850 3083 15 1.3250069771807424e-14
2851 4910 15 1.3250069771807424e-14
2852 3083 12 7.406616243275502e-11
2853 3083 11 1.1196201958356932e-09
2860 3572 21 7.249755164741488e-23
2868 3083 11 1.1196201958356932e-09
2877 4811 21 7.249755164741488e-23
2921 3607 20 1.989164155379078e-21
2948 3577 56 2.8972331929406355e-83
2972 4527 12 7.406616243275502e-11
3022 3303 15 1.3250069771807424e-14
3031 4610 19 5.1765176915485566e-20
3076 4958 11 1.1196201958356932e-09
3083 3329 11 1.1196201958356932e-09
3083 3330 11 1.1196201958356932e-09
3083 3338 11 1.1196201958356932e-09
3083 3339 11 1.1196201958356932e-09
3083 3347 14 2.5339678433652865e-13
3083 3349 13 4.5047754107645346e-12
3083 3351 11 1.1196201958356932e-09
3083 3572 39 7.141145203523258e-52
3083 3573 30 1.042365684813047e-36
3083 3574 18 1.274514653674236e-18
3083 3576 17 2.9607014046549267e-17
3083 3577 14 2.5339678433652865e-13
3083 3578 14 2.5339678433652865e-13
3083 3579 15 1.3250069771807424e-14
3083 3580 12 7.406616243275502e-11
3083 3582 13 4.5047754107645346e-12
3083 3583 25 7.860520262995709e-29
3083 3584 17 2.9607014046549267e-17
3083 3588 17 2.9607014046549267e-17
3083 3589 19 5.1765176915485566e-20
3083 3590 17 2.9607014046549267e-17
3083 3593 12 7.406616243275502e-11
3083 3595 11 1.1196201958356932e-09
3083 3596 11 1.1196201958356932e-09
3083 3597 11 1.1196201958356932e-09
3083 3601 12 7.406616243275502e-11
3083 3603 12 7.406616243275502e-11
3083 3628 11 1.1196201958356932e-09
3083 3641 11 1.1196201958356932e-09
3083 3681 36 1.086698039609553e-46
3083 3824 11 1.1196201958356932e-09
3083 3830 16 6.469217905144792e-16
3083 3831 14 2.5339678433652865e-13
3083 3833 13 4.5047754107645346e-12
3083 3834 11 1.1196201958356932e-09
3083 3835 21 7.249755164741488e-23
3083 3837 12 7.406616243275502e-11
3083 3838 13 4.5047754107645346e-12
3083 3839 11 1.1196201958356932e-09
3083 3840 17 2.9607014046549267e-17
3083 3841 12 7.406616243275502e-11
3083 3843 12 7.406616243275502e-11
3083 3844 39 7.141145203523258e-52
3083 3845 36 1.086698039609553e-46
3083 3846 33 1.2416300843451547e-41
3083 3851 15 1.3250069771807424e-14
3083 3861 12 7.406616243275502e-11
3083 3863 11 1.1196201958356932e-09
3083 3867 14 2.5339678433652865e-13
3083 4063 14 2.5339678433652865e-13
3083 4064 19 5.1765176915485566e-20
3083 4065 16 6.469217905144792e-16
3083 4066 14 2.5339678433652865e-13
3083 4067 22 2.5117380569002188e-24
3083 4070 21 7.249755164741488e-23
3083 4071 14 2.5339678433652865e-13
3083 4073 13 4.5047754107645346e-12
3083 4074 26 2.266120156448998e-30
3083 4075 21 7.249755164741488e-23
3083 4078 14 2.5339678433652865e-13
3083 4080 24 2.610704387692025e-27
3083 4081 17 2.9607014046549267e-17
3083 4082 19 5.1765176915485566e-20
3083 4083 20 1.989164155379078e-21
3083 4086 15 1.3250069771807424e-14
3083 4087 11 1.1196201958356932e-09
3083 4088 15 1.3250069771807424e-14
3083 4089 13 4.5047754107645346e-12
3083 4090 11 1.1196201958356932e-09
3083 4095 11 1.1196201958356932e-09
3083 4096 14 2.5339678433652865e-13
3083 4098 11 1.1196201958356932e-09
3083 4099 16 6.469217905144792e-16
3083 4103 14 2.5339678433652865e-13
3083 4104 12 7.406616243275502e-11
3083 4108 17 2.9607014046549267e-17
3083 4112 15 1.3250069771807424e-14
3083 4132 12 7.406616243275502e-11
3083 4133 15 1.3250069771807424e-14
3083 4256 234 0.0
3083 4271 12 7.406616243275502e-11
3083 4272 14 2.5339678433652865e-13
3083 4273 17 2.9607014046549267e-17
3083 4274 14 2.5339678433652865e-13
3083 4275 13 4.5047754107645346e-12
3083 4278 11 1.1196201958356932e-09
3083 4283 14 2.5339678433652865e-13
3083 4287 12 7.406616243275502e-11
3083 4288 11 1.1196201958356932e-09
3083 4289 11 1.1196201958356932e-09
3083 4303 11 1.1196201958356932e-09
3083 4306 11 1.1196201958356932e-09
3083 4469 26 2.266120156448998e-30
3083 4470 36 1.086698039609553e-46
3083 4471 17 2.9607014046549267e-17
3083 4472 23 8.289233924379787e-26
3083 4473 12 7.406616243275502e-11
3083 4474 18 1.274514653674236e-18
3083 4478 11 1.1196201958356932e-09
3083 4480 11 1.1196201958356932e-09
3083 4481 16 6.469217905144792e-16
3083 4482 11 1.1196201958356932e-09
3083 4483 16 6.469217905144792e-16
3083 4484 14 2.5339678433652865e-13
3083 4485 12 7.406616243275502e-11
3083 4486 11 1.1196201958356932e-09
3083 4487 13 4.5047754107645346e-12
3083 4488 16 6.469217905144792e-16
3083 4489 12 7.406616243275502e-11
3083 4492 15 1.3250069771807424e-14
3083 4493 12 7.406616243275502e-11
3083 4494 15 1.3250069771807424e-14
3083 4496 11 1.1196201958356932e-09
3083 4497 13 4.5047754107645346e-12
3083 4498 14 2.5339678433652865e-13
3083 4502 12 7.406616243275502e-11
3083 4507 18 1.274514653674236e-18
3083 4508 12 7.406616243275502e-11
3083 4510 15 1.3250069771807424e-14
3083 4511 11 1.1196201958356932e-09
3083 4528 17 2.9607014046549267e-17
3083 4660 38 3.9312241621226646e-50
3083 4873 11 1.1196201958356932e-09
3083 4900 11 1.1196201958356932e-09
3083 4971 11 1.1196201958356932e-09
3083 4975 12 7.406616243275502e-11
3087 4330 19 5.1765176915485566e-20
3136 4332 22 2.5117380569002188e-24
3142 4112 21 7.249755164741488e-23
3142 4885 15 1.3250069771807424e-14
3142 4886 51 1.0525487130673456e-73
3142 4887 12 7.406616243275502e-11
3153 4398 13 4.5047754107645346e-12
3161 3708 14 2.5339678433652865e-13
3163 3936 11 1.1196201958356932e-09
3202 4220 14 2.5339678433652865e-13
3232 4109 38 3.9312241621226646e-50
3232 4176 14 2.5339678433652865e-13
3244 3675 25 7.860520262995709e-29
3244 4128 22 2.5117380569002188e-24
3265 5092 17 2.9607014046549267e-17
3295 4543 118 4.47265978037737e-219
3306 4907 24 2.610704387692025e-27
3320 4461 11 1.1196201958356932e-09
3320 4958 27 6.264520238844417e-32
3320 4959 11 1.1196201958356932e-09
3321 4958 24 2.610704387692025e-27
3328 4469 12 7.406616243275502e-11
3338 4564 12 7.406616243275502e-11
3338 4565 21 7.249755164741488e-23
3355 4220 15 1.3250069771807424e-14
3380 3718 12 7.406616243275502e-11
3417 5176 13 4.5047754107645346e-12
3543 3776 31 2.467192527058958e-38
3547 5254 14 2.5339678433652865e-13
3553 4234 11 1.1196201958356932e-09
3599 3880 13 4.5047754107645346e-12
3681 4256 241 0.0
3700 4993 17 2.9607014046549267e-17
3754 4512 11 1.1196201958356932e-09
3756 4638 11 1.1196201958356932e-09
3763 4383 12 7.406616243275502e-11
3769 4505 12 7.406616243275502e-11
3915 4435 12 7.406616243275502e-11
3939 4327 23 8.289233924379787e-26
3976 4186 18 1.274514653674236e-18
3995 5029 11 1.1196201958356932e-09
4033 4944 12 7.406616243275502e-11
4065 4832 20 1.989164155379078e-21
4130 4515 11 1.1196201958356932e-09
4220 4625 21 7.249755164741488e-23
4249 4743 15 1.3250069771807424e-14
4271 4660 14 2.5339678433652865e-13
4287 4543 13 4.5047754107645346e-12
4299 4553 11 1.1196201958356932e-09
4310 4557 15 1.3250069771807424e-14
4350 4624 11 1.1196201958356932e-09
4366 4922 17 2.9607014046549267e-17
4486 4955 14 2.5339678433652865e-13
4531 4904 16 6.469217905144792e-16
4531 4905 14 2.5339678433652865e-13
4543 4801 17 2.9607014046549267e-17
4555 5258 11 1.1196201958356932e-09
4653 4958 13 4.5047754107645346e-12
4912 5213 22 2.5117380569002188e-24
4928 4978 11 1.1196201958356932e-09
4929 4978 12 7.406616243275502e-11
