bin1 bin2 count
1162 3085 17 2.7668401490780442e-15
1162 4611 25 7.63768446871756e-26
1163 3085 15 6.954888733999364e-13
1218 3398 15 6.954888733999364e-13
1223 4861 14 9.980596534540136e-12
1230 3358 19 8.641872660891718e-18
1302 4178 13 1.3325080637071613e-10
1310 2700 21 2.169497120049547e-20
1313 2567 12 1.6466951190199021e-09
1314 4389 26 2.9622739002944275e-27
1325 3592 12 1.6466951190199021e-09
1336 2199 13 1.3325080637071613e-10
1343 3927 19 8.641872660891718e-18
1345 4304 20 4.444128361288131e-19
1354 1477 20 4.444128361288131e-19
1355 1477 39 4.804317931183117e-47
1369 1943 12 1.6466951190199021e-09
1369 4313 22 1.0076427589695906e-21
1374 4544 13 1.3325080637071613e-10
1383 1629 16 4.5289856505276475e-14
1387 4693 17 2.7668401490780442e-15
1389 4242 15 6.954888733999364e-13
1390 4015 16 4.5289856505276475e-14
1390 4731 12 1.6466951190199021e-09
1391 4731 52 5.535598306473765e-69
1399 2456 25 7.63768446871756e-26
1399 3085 25 7.63768446871756e-26
1399 3575 18 1.5912572494057382e-16
1399 4276 13 1.3325080637071613e-10
1400 3085 25 7.63768446871756e-26
1401 3085 15 6.954888733999364e-13
1402 3085 17 2.7668401490780442e-15
1403 3085 19 8.641872660891718e-18
1404 3085 13 1.3325080637071613e-10
1405 3085 13 1.3325080637071613e-10
1407 3085 12 1.6466951190199021e-09
1408 2933 13 1.3325080637071613e-10
1409 3085 19 8.641872660891718e-18
1410 3085 17 2.7668401490780442e-15
1411 3085 15 6.954888733999364e-13
1412 3085 14 9.980596534540136e-12
1418 3085 12 1.6466951190199021e-09
1419 3085 12 1.6466951190199021e-09
1421 3085 14 9.980596534540136e-12
1423 3085 13 1.3325080637071613e-10
1424 3085 12 1.6466951190199021e-09
1426 3085 12 1.6466951190199021e-09
1431 4887 18 1.5912572494057382e-16
1432 3085 15 6.954888733999364e-13
1433 3085 12 1.6466951190199021e-09
1434 3085 14 9.980596534540136e-12
1442 3085 14 9.980596534540136e-12
1452 3085 12 1.6466951190199021e-09
1455 3085 12 1.6466951190199021e-09
1457 3085 14 9.980596534540136e-12
1458 3085 117 1.1048475343466025e-199
1459 3085 17 2.7668401490780442e-15
1462 3085 12 1.6466951190199021e-09
1467 2008 23 4.4619293337470636e-23
1476 5127 15 6.954888733999364e-13
1490 2495 15 6.954888733999364e-13
1494 1862 12 1.6466951190199021e-09
1504 4731 24 1.8872282395202314e-24
1542 3051 59 1.636756472815561e-81
1543 3051 22 1.0076427589695906e-21
1552 3850 14 9.980596534540136e-12
1552 4276 22 1.0076427589695906e-21
1555 2458 13 1.3325080637071613e-10
1569 3531 13 1.3325080637071613e-10
1573 2734 44 2.925275635320647e-55
1578 4279 28 3.944905130078284e-30
1622 3225 19 8.641872660891718e-18
1623 2141 14 9.980596534540136e-12
1636 3277 12 1.6466951190199021e-09
1653 3880 36 2.9025671999980604e-42
1653 4516 49 9.284862812892897e-64
1664 1706 14 9.980596534540136e-12
1669 1916 14 9.980596534540136e-12
1684 5102 12 1.6466951190199021e-09
1686 2841 21 2.169497120049547e-20
1686 4547 88 9.961993686499389e-138
1691 2450 21 2.169497120049547e-20
1704 3085 16 4.5289856505276475e-14
1704 3575 12 1.6466951190199021e-09
1704 4547 156 0.0
1705 3085 48 4.8849083899043e-62
1705 4276 26 2.9622739002944275e-27
1705 4665 16 4.5289856505276475e-14
1706 2710 12 1.6466951190199021e-09
1706 3085 36 2.9025671999980604e-42
1706 4276 12 1.6466951190199021e-09
1707 3085 24 1.8872282395202314e-24
1708 3085 31 1.440890895053508e-34
1709 3085 36 2.9025671999980604e-42
1710 3085 33 1.328242061732228e-37
1710 3682 13 1.3325080637071613e-10
1711 3085 28 3.944905130078284e-30
1712 3085 17 2.7668401490780442e-15
1712 4584 14 9.980596534540136e-12
1713 3085 15 6.954888733999364e-13
1714 2649 13 1.3325080637071613e-10
1714 3085 23 4.4619293337470636e-23
1714 4164 13 1.3325080637071613e-10
1715 3085 24 1.8872282395202314e-24
1716 3085 18 1.5912572494057382e-16
1717 3085 21 2.169497120049547e-20
1718 3085 26 2.9622739002944275e-27
1719 3085 18 1.5912572494057382e-16
1720 3085 18 1.5912572494057382e-16
1721 2415 19 8.641872660891718e-18
1721 3085 15 6.954888733999364e-13
1722 3085 19 8.641872660891718e-18
1723 3085 15 6.954888733999364e-13
1724 3085 17 2.7668401490780442e-15
1725 3085 19 8.641872660891718e-18
1726 3085 16 4.5289856505276475e-14
1728 3085 15 6.954888733999364e-13
1730 3085 15 6.954888733999364e-13
1732 3085 19 8.641872660891718e-18
1733 2374 28 3.944905130078284e-30
1733 3085 28 3.944905130078284e-30
1734 3085 13 1.3325080637071613e-10
1734 4764 15 6.954888733999364e-13
1735 3085 22 1.0076427589695906e-21
1738 3085 12 1.6466951190199021e-09
1739 3085 13 1.3325080637071613e-10
1740 3085 16 4.5289856505276475e-14
1741 3085 14 9.980596534540136e-12
1742 3085 16 4.5289856505276475e-14
1743 3085 13 1.3325080637071613e-10
1745 3085 13 1.3325080637071613e-10
1746 3085 18 1.5912572494057382e-16
1747 3085 19 8.641872660891718e-18
1748 3085 13 1.3325080637071613e-10
1749 3085 12 1.6466951190199021e-09
1750 2366 12 1.6466951190199021e-09
1750 3085 15 6.954888733999364e-13
1751 2366 35 1.0718189795724388e-40
1751 3085 13 1.3325080637071613e-10
1753 3085 13 1.3325080637071613e-10
1755 3085 20 4.444128361288131e-19
1756 3085 16 4.5289856505276475e-14
1757 3085 12 1.6466951190199021e-09
1760 3085 13 1.3325080637071613e-10
1766 3085 18 1.5912572494057382e-16
1768 3085 19 8.641872660891718e-18
1769 3085 13 1.3325080637071613e-10
1773 3085 13 1.3325080637071613e-10
1773 3379 47 2.508551986961467e-60
1773 3380 19 8.641872660891718e-18
1798 4575 15 6.954888733999364e-13
1806 4958 17 2.7668401490780442e-15
1810 3222 12 1.6466951190199021e-09
1812 3665 26 2.9622739002944275e-27
1812 4333 26 2.9622739002944275e-27
1815 2259 17 2.7668401490780442e-15
1831 3172 50 1.7232790483021061e-65
1832 4841 22 1.0076427589695906e-21
1833 4841 29 1.3580794619801598e-31
1834 4841 14 9.980596534540136e-12
1838 4897 28 3.944905130078284e-30
1838 4898 39 4.804317931183117e-47
1838 4899 13 1.3325080637071613e-10
1843 2835 15 6.954888733999364e-13
1851 4366 48 4.8849083899043e-62
1852 2644 20 4.444128361288131e-19
1852 5173 12 1.6466951190199021e-09
1869 2326 13 1.3325080637071613e-10
1881 2208 18 1.5912572494057382e-16
1882 4901 20 4.444128361288131e-19
1911 5046 27 1.1026890313414052e-28
1916 4377 24 1.8872282395202314e-24
1922 3292 21 2.169497120049547e-20
1928 3710 12 1.6466951190199021e-09
1929 5145 14 9.980596534540136e-12
1964 2380 37 7.621648379874398e-44
1967 4825 13 1.3325080637071613e-10
1979 3886 15 6.954888733999364e-13
1980 3735 16 4.5289856505276475e-14
1992 2992 28 3.944905130078284e-30
1993 2992 17 2.7668401490780442e-15
2004 3085 40 1.15484579380403e-48
2004 4260 13 1.3325080637071613e-10
2005 3085 76 1.0753582337492034e-113
2005 4260 21 2.169497120049547e-20
2006 3085 44 2.925275635320647e-55
2007 3085 46 1.256876425341475e-58
2008 3085 36 2.9025671999980604e-42
2008 4260 13 1.3325080637071613e-10
2009 3085 13 1.3325080637071613e-10
2010 3085 29 1.3580794619801598e-31
2011 3085 40 1.15484579380403e-48
2012 3085 33 1.328242061732228e-37
2013 2817 27 1.1026890313414052e-28
2013 5299 24 1.8872282395202314e-24
2020 3085 13 1.3325080637071613e-10
2023 3085 17 2.7668401490780442e-15
2023 4670 12 1.6466951190199021e-09
2025 3085 16 4.5289856505276475e-14
2026 3085 14 9.980596534540136e-12
2028 3085 15 6.954888733999364e-13
2031 3085 15 6.954888733999364e-13
2032 3085 20 4.444128361288131e-19
2033 3085 22 1.0076427589695906e-21
2033 3881 18 1.5912572494057382e-16
2038 3085 17 2.7668401490780442e-15
2039 3085 19 8.641872660891718e-18
2048 2393 15 6.954888733999364e-13
2048 2394 25 7.63768446871756e-26
2049 3085 16 4.5289856505276475e-14
2051 3085 14 9.980596534540136e-12
2056 3085 18 1.5912572494057382e-16
2057 2630 12 1.6466951190199021e-09
2062 3483 13 1.3325080637071613e-10
2068 3085 12 1.6466951190199021e-09
2070 3085 14 9.980596534540136e-12
2165 4026 20 4.444128361288131e-19
2173 5298 19 8.641872660891718e-18
2185 3958 15 6.954888733999364e-13
2185 4079 14 9.980596534540136e-12
2186 3958 21 2.169497120049547e-20
2191 2324 22 1.0076427589695906e-21
2191 4655 24 1.8872282395202314e-24
2191 4656 25 7.63768446871756e-26
2197 3264 13 1.3325080637071613e-10
2202 2428 12 1.6466951190199021e-09
2206 4407 31 1.440890895053508e-34
2216 2664 28 3.944905130078284e-30
2220 3365 15 6.954888733999364e-13
2221 4088 13 1.3325080637071613e-10
2222 3565 18 1.5912572494057382e-16
2233 2919 12 1.6466951190199021e-09
2240 2924 14 9.980596534540136e-12
2240 2925 27 1.1026890313414052e-28
2243 4540 12 1.6466951190199021e-09
2257 2972 13 1.3325080637071613e-10
2270 4933 30 4.504335469126075e-33
2272 4302 12 1.6466951190199021e-09
2273 3442 15 6.954888733999364e-13
2301 3168 13 1.3325080637071613e-10
2310 3085 45 6.141489877112039e-57
2311 3085 107 9.745950856311501e-178
2311 4260 17 2.7668401490780442e-15
2312 3085 69 3.6680669440077184e-100
2312 4547 127 3.313935522275777e-222
2313 2654 17 2.7668401490780442e-15
2313 3085 50 1.7232790483021061e-65
2313 3575 12 1.6466951190199021e-09
2314 3085 37 7.621648379874398e-44
2315 3085 44 2.925275635320647e-55
2315 3848 17 2.7668401490780442e-15
2315 3849 14 9.980596534540136e-12
2316 3085 32 4.450138080206819e-36
2317 3085 36 2.9025671999980604e-42
2318 3085 30 4.504335469126075e-33
2319 3085 31 1.440890895053508e-34
2319 3126 13 1.3325080637071613e-10
2320 3085 27 1.1026890313414052e-28
2321 3085 39 4.804317931183117e-47
2322 3085 52 5.535598306473765e-69
2323 3085 41 2.698836189954245e-50
2324 3085 43 1.3575714090670039e-53
2325 3085 28 3.944905130078284e-30
2326 3085 32 4.450138080206819e-36
2327 3085 31 1.440890895053508e-34
2328 3085 23 4.4619293337470636e-23
2329 3085 22 1.0076427589695906e-21
2330 3085 18 1.5912572494057382e-16
2331 3085 27 1.1026890313414052e-28
2332 3085 24 1.8872282395202314e-24
2333 3085 17 2.7668401490780442e-15
2334 3085 22 1.0076427589695906e-21
2335 3085 14 9.980596534540136e-12
2336 3085 20 4.444128361288131e-19
2337 3085 16 4.5289856505276475e-14
2338 3085 13 1.3325080637071613e-10
2339 3085 16 4.5289856505276475e-14
2340 3085 20 4.444128361288131e-19
2341 3085 17 2.7668401490780442e-15
2342 3085 18 1.5912572494057382e-16
2351 3085 19 8.641872660891718e-18
2352 3085 16 4.5289856505276475e-14
2354 3085 21 2.169497120049547e-20
2355 3085 16 4.5289856505276475e-14
2358 3085 22 1.0076427589695906e-21
2359 3085 19 8.641872660891718e-18
2361 3085 14 9.980596534540136e-12
2363 2894 13 1.3325080637071613e-10
2369 3085 14 9.980596534540136e-12
2373 4197 12 1.6466951190199021e-09
2374 3085 18 1.5912572494057382e-16
2374 5263 27 1.1026890313414052e-28
2377 3085 13 1.3325080637071613e-10
2378 3085 16 4.5289856505276475e-14
2395 3085 12 1.6466951190199021e-09
2402 3577 14 9.980596534540136e-12
2408 3844 19 8.641872660891718e-18
2410 4682 13 1.3325080637071613e-10
2436 4507 24 1.8872282395202314e-24
2437 4148 13 1.3325080637071613e-10
2443 2847 24 1.8872282395202314e-24
2459 3914 23 4.4619293337470636e-23
2479 2679 12 1.6466951190199021e-09
2480 2679 23 4.4619293337470636e-23
2483 5250 12 1.6466951190199021e-09
2489 4721 16 4.5289856505276475e-14
2496 3217 23 4.4619293337470636e-23
2506 4797 14 9.980596534540136e-12
2512 3429 43 1.3575714090670039e-53
2521 2932 37 7.621648379874398e-44
2521 2933 147 0.0
2521 2934 35 1.0718189795724388e-40
2521 2935 12 1.6466951190199021e-09
2556 3334 32 4.450138080206819e-36
2564 3723 12 1.6466951190199021e-09
2565 4658 14 9.980596534540136e-12
2566 4658 16 4.5289856505276475e-14
2567 4658 46 1.256876425341475e-58
2575 3085 16 4.5289856505276475e-14
2576 3085 45 6.141489877112039e-57
2577 3085 37 7.621648379874398e-44
2578 3085 25 7.63768446871756e-26
2579 3085 21 2.169497120049547e-20
2580 3085 27 1.1026890313414052e-28
2581 2932 12 1.6466951190199021e-09
2581 3085 18 1.5912572494057382e-16
2581 3503 15 6.954888733999364e-13
2582 3085 20 4.444128361288131e-19
2583 3085 19 8.641872660891718e-18
2584 3085 23 4.4619293337470636e-23
2585 3085 26 2.9622739002944275e-27
2586 3085 20 4.444128361288131e-19
2587 3085 13 1.3325080637071613e-10
2588 3085 22 1.0076427589695906e-21
2589 3085 23 4.4619293337470636e-23
2590 3085 24 1.8872282395202314e-24
2593 3085 24 1.8872282395202314e-24
2594 3085 19 8.641872660891718e-18
2595 3085 20 4.444128361288131e-19
2596 3085 20 4.444128361288131e-19
2597 3085 35 1.0718189795724388e-40
2598 3085 25 7.63768446871756e-26
2599 3085 23 4.4619293337470636e-23
2600 3085 18 1.5912572494057382e-16
2601 3085 19 8.641872660891718e-18
2602 3085 13 1.3325080637071613e-10
2603 3085 16 4.5289856505276475e-14
2604 3085 17 2.7668401490780442e-15
2605 3085 14 9.980596534540136e-12
2606 3085 12 1.6466951190199021e-09
2609 3085 14 9.980596534540136e-12
2610 3085 24 1.8872282395202314e-24
2611 3085 21 2.169497120049547e-20
2612 3085 15 6.954888733999364e-13
2613 3085 18 1.5912572494057382e-16
2614 3085 13 1.3325080637071613e-10
2615 3085 12 1.6466951190199021e-09
2616 3085 14 9.980596534540136e-12
2618 3085 13 1.3325080637071613e-10
2619 3085 14 9.980596534540136e-12
2620 3085 12 1.6466951190199021e-09
2630 3085 13 1.3325080637071613e-10
2631 3085 12 1.6466951190199021e-09
2632 3085 17 2.7668401490780442e-15
2633 3085 15 6.954888733999364e-13
2634 3085 14 9.980596534540136e-12
2643 3085 14 9.980596534540136e-12
2649 4163 20 4.444128361288131e-19
2670 4226 15 6.954888733999364e-13
2676 4327 13 1.3325080637071613e-10
2699 5232 20 4.444128361288131e-19
2704 4637 23 4.4619293337470636e-23
2716 5161 14 9.980596534540136e-12
2727 3122 13 1.3325080637071613e-10
2734 3647 34 3.8347431841586284e-39
2745 4396 12 1.6466951190199021e-09
2783 4361 23 4.4619293337470636e-23
2806 4368 12 1.6466951190199021e-09
2806 4369 56 4.3619133513324144e-76
2817 5299 17 2.7668401490780442e-15
2825 3085 15 6.954888733999364e-13
2825 3425 14 9.980596534540136e-12
2827 3085 19 8.641872660891718e-18
2828 3085 25 7.63768446871756e-26
2829 3085 21 2.169497120049547e-20
2830 3085 30 4.504335469126075e-33
2831 3085 38 1.9419297137963246e-45
2832 3085 32 4.450138080206819e-36
2833 3085 15 6.954888733999364e-13
2834 3085 14 9.980596534540136e-12
2835 3085 25 7.63768446871756e-26
